standard_frame_idx,query_frame_idx,standard_timestamp_sec,query_timestamp_sec,distance,base_distance,semantic_phase_gap,semantic_phase_penalty,temporal_weighted_distance,frame_pair_weight,standard_frame_weight,query_frame_weight,standard_semantic_phase,query_semantic_phase
46,46,1.5619937694704051,1.5619937694704051,0.0,0.0,0.0,0.0,0.0,1.867893576622009,1.8678935766220093,1.8678935766220093,0.6150041818618774,0.6150041818618774
48,48,1.6299065420560748,1.6299065420560748,0.0,0.0,0.0,0.0,0.0,1.9174083471298216,1.9174083471298218,1.9174083471298218,0.6897532939910889,0.6897532939910889
50,50,1.6978193146417446,1.6978193146417446,0.0,0.0,0.0,0.0,0.0,1.7263842821121216,1.7263842821121216,1.7263842821121216,0.7600730657577515,0.7600730657577515
52,52,1.7657320872274145,1.7657320872274145,0.0,0.0,0.0,0.0,0.0,1.3220062255859375,1.3220062255859375,1.3220062255859375,0.8117563128471375,0.8117563128471375
54,54,1.8336448598130841,1.8336448598130841,0.0,0.0,0.0,0.0,0.0,0.9986747503280639,0.998674750328064,0.998674750328064,0.8406617641448975,0.8406617641448975
56,56,1.901557632398754,1.901557632398754,0.0,0.0,0.0,0.0,0.0,0.901249885559082,0.901249885559082,0.901249885559082,0.856397271156311,0.856397271156311
58,58,1.9694704049844238,1.9694704049844238,0.0,0.0,0.0,0.0,0.0,0.8356465101242064,0.8356465101242065,0.8356465101242065,0.8670298457145691,0.8670298457145691
60,60,2.0373831775700935,2.0373831775700935,0.0,0.0,0.0,0.0,0.0,0.7936258316040038,0.7936258316040039,0.7936258316040039,0.8742937445640564,0.8742937445640564
62,62,2.1052959501557633,2.1052959501557633,0.0,0.0,0.0,0.0,0.0,0.7467303276062012,0.7467303276062012,0.7467303276062012,0.8787744641304016,0.8787744641304016
64,64,2.173208722741433,2.173208722741433,0.0,0.0,0.0,0.0,0.0,0.6986023187637329,0.6986023187637329,0.6986023187637329,0.8802809119224548,0.8802809119224548
66,66,2.241121495327103,2.241121495327103,0.0,0.0,0.0,0.0,0.0,0.6986023187637329,0.6986023187637329,0.6986023187637329,0.8802809119224548,0.8802809119224548
68,68,2.309034267912773,2.309034267912773,0.0,0.0,0.0,0.0,0.0,0.6986023187637329,0.6986023187637329,0.6986023187637329,0.8802809119224548,0.8802809119224548
70,70,2.3769470404984423,2.3769470404984423,0.0,0.0,0.0,0.0,0.0,0.6986023187637329,0.6986023187637329,0.6986023187637329,0.8802809119224548,0.8802809119224548
72,72,2.444859813084112,2.444859813084112,0.0,0.0,0.0,0.0,0.0,0.7436363697052002,0.7436363697052002,0.7436363697052002,0.881690502166748,0.881690502166748
74,74,2.512772585669782,2.512772585669782,0.0,0.0,0.0,0.0,0.0,0.6986023187637329,0.6986023187637329,0.6986023187637329,0.8831000924110413,0.8831000924110413
76,76,2.580685358255452,2.580685358255452,0.0,0.0,0.0,0.0,0.0,0.6986023187637329,0.6986023187637329,0.6986023187637329,0.8831000924110413,0.8831000924110413
78,78,2.6485981308411217,2.6485981308411217,0.0,0.0,0.0,0.0,0.0,0.6986023187637329,0.6986023187637329,0.6986023187637329,0.8831000924110413,0.8831000924110413
80,80,2.7165109034267916,2.7165109034267916,0.0,0.0,0.0,0.0,0.0,0.8183718919754027,0.8183718919754028,0.8183718919754028,0.8868489861488342,0.8868489861488342
82,82,2.784423676012461,2.784423676012461,0.0,0.0,0.0,0.0,0.0,0.8876355886459351,0.8876355886459351,0.8876355886459351,0.8965147137641907,0.8965147137641907
84,84,2.852336448598131,2.852336448598131,0.0,0.0,0.0,0.0,0.0,0.9171212911605834,0.9171212911605835,0.9171212911605835,0.9092714190483093,0.9092714190483093
86,86,2.9202492211838007,2.9202492211838007,0.0,0.0,0.0,0.0,0.0,1.0027230978012085,1.0027230978012085,1.0027230978012085,0.9256303906440735,0.9256303906440735
88,88,2.9881619937694706,2.9881619937694706,0.0,0.0,0.0,0.0,0.0,0.9745180606842041,0.9745180606842041,0.9745180606842041,0.9437859058380127,0.9437859058380127
90,90,3.0560747663551404,3.0560747663551404,0.0,0.0,0.0,0.0,0.0,0.8962949514389038,0.8962949514389038,0.8962949514389038,0.9586101770401001,0.9586101770401001
92,92,3.1239875389408103,3.1239875389408103,0.0,0.0,0.0,0.0,0.0,0.9454378485679626,0.9454378485679626,0.9454378485679626,0.9725242257118225,0.9725242257118225
94,94,3.1919003115264797,3.1919003115264797,0.0,0.0,0.0,0.0,0.0,0.9379973411560059,0.9379973411560059,0.9379973411560059,0.987743616104126,0.987743616104126
96,96,3.2598130841121495,3.2598130841121495,0.0,0.0,0.0,0.0,0.0,0.774690568447113,0.774690568447113,0.774690568447113,0.9976184368133545,0.9976184368133545
98,98,3.3277258566978194,3.3277258566978194,0.0,0.0,0.0,0.0,0.0,0.6986023187637329,0.6986023187637329,0.6986023187637329,1.0,1.0
100,100,3.3956386292834893,3.3956386292834893,0.0,0.0,0.0,0.0,0.0,0.6986023187637329,0.6986023187637329,0.6986023187637329,1.0,1.0
102,102,3.463551401869159,3.463551401869159,0.0,0.0,0.0,0.0,0.0,0.6986023187637329,0.6986023187637329,0.6986023187637329,1.0,1.0
104,104,3.531464174454829,3.531464174454829,0.0,0.0,0.0,0.0,0.0,0.6986023187637329,0.6986023187637329,0.6986023187637329,1.0,1.0
